order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,discount_tier,order_value,order_value_tier,shipping_days,delivery_group,returned
O2025309,2025-09-22,C1232,Corporate,Returning,North,Uppsala,Sports,Fitness,Swish,Social,1,342.12,0.062,Low (1-10%),320.90855999999997,High,4,Medium (3-5d),0
O2025310,2025-09-29,C1052,Consumer,Returning,West,Borås,Home,Furniture,Swish,Organic,1,594.6,0.069,Low (1-10%),553.5726000000001,Premium,3,Medium (3-5d),0
O2025311,2025-06-14,C1121,Small Business,Returning,South,Malmö,Electronics,Tablet,Invoice,Organic,2,692.4,0.037,Low (1-10%),1333.5623999999998,Premium,3,Medium (3-5d),1
O2025312,2025-03-21,C1121,Small Business,Returning,North,Stockholm,Electronics,Headphones,Invoice,Direct,1,171.23,0.051,Low (1-10%),162.49727,High,3,Medium (3-5d),0
O2025313,2025-02-19,C1123,Small Business,Returning,East,Örebro,Sports,Outdoor,Swish,Organic,2,162.29,0.006,Low (1-10%),322.63252,High,3,Medium (3-5d),0
O2025314,2025-04-07,C1119,Small Business,New,East,Stockholm,Electronics,Headphones,Card,Direct,1,100.1,0,No discount,100.1,Medium,4,Medium (3-5d),0
O2025315,2025-07-06,C1212,Corporate,New,South,Malmö,Fashion,Jackets,Gift Card,Social,2,200.35,0.005,Low (1-10%),398.6965,Premium,3,Medium (3-5d),0
O2025316,2025-06-04,C1024,Consumer,New,South,Malmö,Beauty,Fragrance,Invoice,Email,2,79.9,0.098,Low (1-10%),144.1396,Medium,4,Medium (3-5d),1
O2025317,2025-04-16,C1235,Small Business,Returning,North,Stockholm,Beauty,Fragrance,Card,Organic,1,97.73,0.091,Low (1-10%),88.83657000000001,Medium,2,Fast (1-2d),0
O2025318,2025-03-17,C1115,Consumer,VIP,East,Örebro,Fashion,Jackets,Card,Direct,1,197.03,0.107,Medium (11-25%),175.94779,High,4,Medium (3-5d),0
O2025319,2025-09-09,C1046,Corporate,New,North,Stockholm,Fashion,Jackets,Swish,Organic,1,197.69,0.042,Low (1-10%),189.38701999999998,High,5,Medium (3-5d),0
O2025320,2025-10-24,C1204,Small Business,New,West,Göteborg,Home,Decor,Card,Organic,1,166.78,0.057,Low (1-10%),157.27354,High,5,Medium (3-5d),0
O2025321,2025-10-28,C1098,Small Business,Returning,West,Halmstad,Electronics,Tablet,Paypal,Paid Search,2,415.46,0.1,Low (1-10%),747.828,Premium,4,Medium (3-5d),1
O2025322,2025-10-18,C1132,Corporate,Returning,West,Borås,Electronics,Mobile,Gift Card,Social,1,318.18,0.049,Low (1-10%),302.58918,High,4,Medium (3-5d),0
O2025323,2025-02-15,C1115,Consumer,VIP,East,Örebro,Electronics,Tablet,Swish,Direct,1,489.32,0.08,Low (1-10%),450.1744,Premium,6,Slow(6-9d),0
O2025324,2025-08-17,C1192,Corporate,Returning,West,Göteborg,Fashion,Sportswear,Invoice,Paid Search,4,76.93,0.046,Low (1-10%),293.56488,High,2,Fast (1-2d),0
O2025325,2025-08-29,C1228,Small Business,Returning,West,Halmstad,Electronics,Mobile,Card,Social,1,467.35,0.025,Low (1-10%),455.66625,Premium,5,Medium (3-5d),0
O2025326,2025-10-11,C1083,Consumer,VIP,North,Västerås,Fashion,Shoes,Swish,Organic,3,93.77,0.084,Low (1-10%),257.67996,High,2,Fast (1-2d),0
O2025327,2025-11-04,C1068,Consumer,New,East,Linköping,Home,Decor,Card,Social,1,117.03,0.03,Low (1-10%),113.5191,Medium,4,Medium (3-5d),0
O2025328,2025-07-05,C1005,Small Business,Returning,West,Göteborg,Fashion,Sportswear,Card,Direct,3,90.29,0.124,Medium (11-25%),237.28212,High,4,Medium (3-5d),0
O2025329,2025-08-06,C1058,Consumer,New,North,Stockholm,Sports,Fitness,Invoice,Organic,1,259.68,0.065,Low (1-10%),242.8008,High,2,Fast (1-2d),0
O2025330,2025-03-29,C1059,Small Business,New,South,Malmö,Home,Decor,Card,Organic,1,61.67,0.059,Low (1-10%),58.031470000000006,Low,6,Slow(6-9d),0
O2025331,2025-03-10,C1194,Consumer,New,North,Uppsala,Beauty,Haircare,Card,Email,1,41.93,0.064,Low (1-10%),39.24648,Low,4,Medium (3-5d),0
O2025332,2025-07-24,C1028,Consumer,VIP,East,Norrköping,Home,Kitchen,Gift Card,Affiliate,1,134.34,0.14,Medium (11-25%),115.5324,Medium,6,Slow(6-9d),0
O2025333,2025-06-28,C1061,Small Business,Returning,North,Västerås,Fashion,Jackets,Card,Paid Search,1,132.47,0.048,Low (1-10%),126.11143999999999,Medium,5,Medium (3-5d),0
O2025334,2025-11-12,C1039,Consumer,Returning,North,Västerås,Fashion,Sportswear,Swish,Email,1,102.55,0.144,Medium (11-25%),87.7828,Medium,1,Fast (1-2d),0
O2025335,2025-12-29,C1095,Corporate,New,West,Halmstad,Beauty,Haircare,Swish,Social,4,16.83,0,No discount,67.32,Low,6,Slow(6-9d),0
O2025336,2025-04-30,C1201,Consumer,Returning,West,Halmstad,Home,Lighting,Card,Direct,1,190.55,0.047,Low (1-10%),181.59415,High,6,Slow(6-9d),0
O2025337,2025-07-14,C1006,Consumer,VIP,East,Örebro,Sports,Outdoor,Invoice,Social,1,157.49,0.118,Medium (11-25%),138.90618,Medium,3,Medium (3-5d),0
O2025338,2025-11-10,C1048,Consumer,VIP,North,Uppsala,Home,Lighting,Card,Organic,1,157.23,0.113,Medium (11-25%),139.46301,Medium,5,Medium (3-5d),0
O2025339,2025-08-03,C1160,Consumer,New,East,Örebro,Electronics,Tablet,Swish,Affiliate,1,601.39,0.146,Medium (11-25%),513.58706,Premium,3,Medium (3-5d),0
O2025340,2025-11-03,C1060,Small Business,Returning,North,Västerås,Sports,Cycling,Card,Paid Search,2,381.18,0.096,Low (1-10%),689.17344,Premium,3,Medium (3-5d),0
O2025341,2025-04-26,C1239,Corporate,Returning,East,Linköping,Fashion,Shoes,Swish,Organic,1,34.46,0.044,Low (1-10%),32.94376,Low,3,Medium (3-5d),0
O2025342,2025-05-10,C1061,Small Business,Returning,North,Västerås,Home,Furniture,Card,Social,2,695.69,0.064,Low (1-10%),1302.33168,Premium,4,Medium (3-5d),0
O2025343,2025-01-04,C1071,Consumer,Returning,East,Norrköping,Electronics,Headphones,Card,Paid Search,1,245.18,0.097,Low (1-10%),221.39754000000002,High,5,Medium (3-5d),1
O2025344,2025-08-30,C1183,Small Business,New,North,Västerås,Electronics,Laptop,Card,Paid Search,2,1546.41,0.096,Low (1-10%),2795.9092800000003,Premium,4,Medium (3-5d),0
O2025345,2025-09-29,C1255,Consumer,Returning,East,Linköping,Sports,Fitness,Card,Direct,2,258.35,0.108,Medium (11-25%),460.8964,Premium,3,Medium (3-5d),0
O2025346,2025-07-04,C1104,Small Business,Returning,West,Göteborg,Fashion,Shoes,Invoice,Email,1,76.06,0.071,Low (1-10%),70.65974,Low,1,Fast (1-2d),0
O2025347,2025-05-14,C1181,Consumer,New,West,Borås,Beauty,Fragrance,Card,Direct,1,61.18,0,No discount,61.18,Low,2,Fast (1-2d),0
O2025348,2025-03-21,C1143,Corporate,VIP,South,Helsingborg,Fashion,Jackets,Paypal,Organic,1,174.56,0.112,Medium (11-25%),155.00928000000002,High,3,Medium (3-5d),1
O2025349,2025-08-20,C1161,Small Business,Returning,West,Borås,Home,Kitchen,Card,Paid Search,1,123,0.058,Low (1-10%),115.866,Medium,5,Medium (3-5d),1
O2025350,2025-03-13,C1221,Consumer,Returning,West,Halmstad,Electronics,Laptop,Invoice,Organic,1,725.28,0.003,Low (1-10%),723.10416,Premium,4,Medium (3-5d),0
O2025351,2025-09-10,C1238,Small Business,Returning,West,Göteborg,Home,Lighting,Card,Organic,2,188.24,0.028,Low (1-10%),365.93856,High,6,Slow(6-9d),0
O2025352,2025-06-19,C1028,Consumer,VIP,East,Norrköping,Electronics,Mobile,Card,Paid Search,1,463,0.138,Medium (11-25%),399.106,Premium,5,Medium (3-5d),0
O2025353,2025-12-09,C1088,Consumer,New,South,Malmö,Home,Decor,Swish,Email,1,92.96,0.107,Medium (11-25%),83.01328,Medium,1,Fast (1-2d),1
O2025354,2025-02-27,C1182,Small Business,Returning,East,Örebro,Beauty,Skincare,Gift Card,Social,1,53.15,0,No discount,53.15,Low,5,Medium (3-5d),0
O2025355,2025-06-03,C1222,Consumer,Returning,East,Linköping,Fashion,Accessories,Swish,Email,2,56.41,0.109,Medium (11-25%),100.52261999999999,Medium,6,Slow(6-9d),0
O2025356,2025-03-31,C1231,Corporate,New,North,Uppsala,Fashion,Sportswear,Card,Email,1,77.16,0.114,Medium (11-25%),68.36376,Low,2,Fast (1-2d),0
O2025357,2025-06-21,C1206,Consumer,New,East,Örebro,Fashion,Jackets,Invoice,Email,1,229.03,0.103,Medium (11-25%),205.43991,High,4,Medium (3-5d),0
O2025358,2025-11-25,C1048,Consumer,VIP,North,Uppsala,Fashion,Accessories,Card,Affiliate,1,27.9,0.22,Medium (11-25%),21.762,Low,2,Fast (1-2d),0
O2025359,2025-05-28,C1238,Small Business,Returning,West,Göteborg,Home,Lighting,Card,Organic,2,189.54,0.043,Low (1-10%),362.77955999999995,High,5,Medium (3-5d),0
O2025360,2025-11-28,C1118,Corporate,New,North,Uppsala,Electronics,Tablet,Paypal,Social,1,405.33,0.004,Low (1-10%),403.70867999999996,Premium,2,Fast (1-2d),0
O2025361,2025-01-11,C1094,Consumer,Returning,North,Uppsala,Beauty,Skincare,Paypal,Organic,1,82.35,0.039,Low (1-10%),79.13834999999999,Low,3,Medium (3-5d),0
O2025362,2025-07-18,C1215,Consumer,Returning,North,Stockholm,Home,Decor,Swish,Organic,1,61.38,0.022,Low (1-10%),60.02964,Low,4,Medium (3-5d),1
O2025363,2025-01-07,C1116,Consumer,Returning,North,Uppsala,Electronics,Laptop,Gift Card,Email,1,1241.74,0.153,Medium (11-25%),1051.75378,Premium,5,Medium (3-5d),0
O2025364,2025-12-13,C1225,Small Business,Returning,North,Stockholm,Sports,Outdoor,Card,Organic,2,229.08,0.093,Low (1-10%),415.55112,Premium,3,Medium (3-5d),0
O2025365,2025-02-19,C1259,Consumer,Returning,North,Uppsala,Beauty,Skincare,Card,Organic,2,43.78,0.012,Low (1-10%),86.50928,Medium,1,Fast (1-2d),0
O2025366,2025-01-30,C1106,Consumer,Returning,North,Stockholm,Fashion,Jackets,Gift Card,Paid Search,1,132.84,0.106,Medium (11-25%),118.75896,Medium,3,Medium (3-5d),0
O2025367,2025-07-31,C1187,Consumer,Returning,North,Västerås,Fashion,Accessories,Swish,Social,2,49.03,0.057,Low (1-10%),92.47058,Medium,2,Fast (1-2d),0
O2025368,2025-12-22,C1107,Consumer,VIP,South,Malmö,Beauty,Skincare,Card,Social,1,44.5,0.102,Medium (11-25%),39.961,Low,4,Medium (3-5d),1
O2025369,2025-08-05,C1212,Corporate,New,South,Malmö,Beauty,Skincare,Card,Paid Search,1,59.45,0.017,Low (1-10%),58.439350000000005,Low,4,Medium (3-5d),0
O2025370,2025-06-06,C1035,Consumer,New,South,Malmö,Electronics,Laptop,Gift Card,Organic,2,1099.08,0.073,Low (1-10%),2037.69432,Premium,4,Medium (3-5d),1
O2025371,2025-09-24,C1143,Corporate,VIP,South,Helsingborg,Beauty,Makeup,Card,Social,1,51.79,0.067,Low (1-10%),48.32007,Low,1,Fast (1-2d),0
O2025372,2025-12-02,C1165,Corporate,Returning,South,Lund,Home,Decor,Card,Paid Search,1,89.21,0.043,Low (1-10%),85.37396999999999,Medium,5,Medium (3-5d),0
O2025373,2025-09-11,C1155,Corporate,New,South,Helsingborg,Fashion,Shoes,Card,Affiliate,1,75.38,0.196,Medium (11-25%),60.60552,Low,4,Medium (3-5d),0
O2025374,2025-04-28,C1058,Consumer,New,North,Stockholm,Fashion,Accessories,Invoice,Organic,2,32.25,0.041,Low (1-10%),61.8555,Low,2,Fast (1-2d),0
O2025375,2025-04-09,C1164,Corporate,Returning,East,Linköping,Beauty,Makeup,Card,Direct,2,28.21,0.063,Low (1-10%),52.86554,Low,2,Fast (1-2d),0
O2025376,2025-03-21,C1121,Small Business,Returning,North,Stockholm,Beauty,Fragrance,Card,Direct,2,98.31,0.064,Low (1-10%),184.03632,High,4,Medium (3-5d),0
O2025377,2025-04-29,C1171,Small Business,Returning,West,Halmstad,Electronics,Laptop,Swish,Email,1,948.84,0.104,Medium (11-25%),850.1606400000001,Premium,3,Medium (3-5d),0
O2025378,2025-06-26,C1164,Corporate,Returning,East,Linköping,Home,Lighting,Card,Affiliate,1,189.03,0.06,Low (1-10%),177.6882,High,7,Slow(6-9d),0
O2025379,2025-09-22,C1144,Consumer,Returning,North,Uppsala,Sports,Team Sports,Swish,Organic,2,133.52,0,No discount,267.04,High,1,Fast (1-2d),0
O2025380,2025-12-09,C1061,Small Business,Returning,North,Västerås,Home,Furniture,Invoice,Organic,1,838.79,0,No discount,838.79,Premium,3,Medium (3-5d),1
O2025381,2025-05-12,C1003,Corporate,Returning,East,Norrköping,Electronics,Laptop,Card,Organic,1,1106.14,0.121,Medium (11-25%),972.2970600000001,Premium,2,Fast (1-2d),0
O2025382,2025-01-22,C1120,Small Business,New,North,Stockholm,Sports,Outdoor,Card,Email,2,78.28,0.131,Medium (11-25%),136.05064,Medium,2,Fast (1-2d),0
O2025383,2025-11-30,C1144,Consumer,Returning,North,Uppsala,Electronics,Mobile,Card,Organic,1,277.5,0,No discount,277.5,High,2,Fast (1-2d),0
O2025384,2025-12-17,C1122,Corporate,New,East,Örebro,Fashion,Jackets,Card,Organic,2,183.6,0.058,Low (1-10%),345.90239999999994,High,4,Medium (3-5d),0
O2025385,2025-03-21,C1218,Consumer,VIP,North,Västerås,Home,Decor,Card,Social,1,48.32,0.077,Low (1-10%),44.599360000000004,Low,4,Medium (3-5d),0
O2025386,2025-06-28,C1156,Consumer,New,West,Göteborg,Beauty,Makeup,Invoice,Social Media,2,48.39,0.09,Low (1-10%),88.0698,Medium,4,Medium (3-5d),0
O2025387,2025-11-03,C1134,Consumer,Returning,East,Linköping,Electronics,Tablet,Card,Direct,1,717.55,0.038,Low (1-10%),690.2830999999999,Premium,5,Medium (3-5d),0
O2025388,2025-07-11,C1056,Small Business,VIP,North,Stockholm,Home,Furniture,Swish,Organic,1,438.66,0.136,Medium (11-25%),379.00224000000003,Premium,6,Slow(6-9d),0
O2025389,2025-11-22,C1109,Small Business,Returning,South,Helsingborg,Electronics,Headphones,Invoice,Paid Search,1,139.9,0.105,Medium (11-25%),125.21050000000001,Medium,3,Medium (3-5d),1
O2025390,2025-10-26,C1235,Small Business,Returning,North,Stockholm,Beauty,Makeup,Card,Email,1,76.34,0.098,Low (1-10%),68.85868,Low,4,Medium (3-5d),0
O2025391,2025-03-25,C1117,Small Business,Returning,North,Västerås,Beauty,Haircare,Swish,Email,1,35.96,0.046,Low (1-10%),34.305839999999996,Low,2,Fast (1-2d),0
O2025392,2025-03-23,C1093,Small Business,Returning,West,Borås,Home,Furniture,Card,Direct,2,659.92,0.054,Low (1-10%),1248.56864,Premium,4,Medium (3-5d),0
O2025393,2025-06-14,C1094,Consumer,Returning,North,Uppsala,Fashion,Shoes,Invoice,Direct,2,129.66,0.063,Low (1-10%),242.98284,High,3,Medium (3-5d),0
O2025394,2025-09-09,C1193,Corporate,Returning,North,Uppsala,Electronics,Tablet,Card,Affiliate,1,588.59,0.006,Low (1-10%),585.0584600000001,Premium,3,Medium (3-5d),0
O2025395,2025-01-31,C1030,Small Business,Returning,North,Stockholm,Fashion,Sportswear,Card,Social,1,91.39,0.028,Low (1-10%),88.83108,Medium,2,Fast (1-2d),0
O2025396,2025-10-07,C1151,Consumer,Returning,West,Halmstad,Electronics,Mobile,Card,Email,2,322.17,0.024,Low (1-10%),628.87584,Premium,2,Fast (1-2d),0
O2025397,2025-12-22,C1130,Consumer,VIP,North,Västerås,Beauty,Skincare,Paypal,Email,1,70.9,0.1,Low (1-10%),63.81000000000001,Low,1,Fast (1-2d),0
O2025398,2025-10-10,C1125,Small Business,Returning,East,Norrköping,Home,Furniture,Card,Organic,1,1005.61,0.038,Low (1-10%),967.3968199999999,Premium,7,Slow(6-9d),0
O2025399,2025-08-29,C1080,Consumer,New,North,Stockholm,Beauty,Makeup,Swish,Email,3,48.08,0,No discount,144.24,Medium,1,Fast (1-2d),0
O2025400,2025-04-02,C1032,Consumer,Returning,North,Uppsala,Sports,Team Sports,Card,Organic,2,107.58,0.011,Low (1-10%),212.79324,High,3,Medium (3-5d),0
O2025401,2025-08-17,C1252,Corporate,Returning,North,Uppsala,Home,Decor,Paypal,Organic,1,58.79,0.031,Low (1-10%),56.96751,Low,4,Medium (3-5d),0
O2025402,2025-04-25,C1148,Consumer,Returning,East,Norrköping,Sports,Cycling,Card,Direct,2,670.23,0.09,Low (1-10%),1219.8186,Premium,4,Medium (3-5d),0
O2025403,2025-02-14,C1258,Consumer,VIP,West,Halmstad,Electronics,Laptop,Card,Organic,1,940.36,0.156,Medium (11-25%),793.6638399999999,Premium,5,Medium (3-5d),1
O2025404,2025-11-25,C1117,Small Business,Returning,North,Västerås,Beauty,Fragrance,Card,Email,1,45.83,0.085,Low (1-10%),41.93445,Low,4,Medium (3-5d),0
O2025405,2025-11-29,C1089,Consumer,Returning,South,Lund,Electronics,Headphones,Card,Organic,1,242.54,0.007,Low (1-10%),240.84222,High,5,Medium (3-5d),0
O2025406,2025-01-07,C1238,Small Business,Returning,West,Göteborg,Home,Lighting,Card,Organic,1,199.77,0.072,Low (1-10%),185.38656000000003,High,4,Medium (3-5d),0
O2025407,2025-09-18,C1028,Consumer,VIP,East,Norrköping,Fashion,Jackets,Card,Organic,2,165.86,0.144,Medium (11-25%),283.95232000000004,High,6,Slow(6-9d),1
O2025408,2025-05-23,C1067,Small Business,Returning,West,Halmstad,Sports,Cycling,Card,Paid Search,1,572.09,0.093,Low (1-10%),518.88563,Premium,2,Fast (1-2d),0
O2025409,2025-11-16,C1227,Consumer,New,North,Stockholm,Electronics,Tablet,Invoice,Direct,1,314.55,0.01,Low (1-10%),311.4045,High,3,Medium (3-5d),0
O2025410,2025-11-08,C1223,Corporate,Returning,West,Göteborg,Sports,Team Sports,Gift Card,Social,2,68.73,0.015,Low (1-10%),135.3981,Medium,1,Fast (1-2d),0
O2025411,2025-07-30,C1246,Small Business,Returning,West,Borås,Sports,Fitness,Card,Social,1,184.11,0.081,Low (1-10%),169.19709000000003,High,6,Slow(6-9d),0
O2025412,2025-12-10,C1198,Consumer,VIP,South,Helsingborg,Beauty,Haircare,Invoice,Paid Search,1,60.39,0.087,Low (1-10%),55.136070000000004,Low,4,Medium (3-5d),1
O2025413,2025-03-30,C1093,Small Business,Returning,West,Borås,Home,Decor,Card,Paid Search,1,90.72,0.108,Medium (11-25%),80.92224,Low,5,Medium (3-5d),0
O2025414,2025-02-18,C1102,Small Business,Returning,East,Linköping,Home,Kitchen,Card,Direct,1,122.85,0.031,Low (1-10%),119.04164999999999,Medium,6,Slow(6-9d),0
O2025415,2025-04-03,C1239,Corporate,Returning,South,Helsingborg,Home,Decor,Card,Organic,2,59.99,0.055,Low (1-10%),113.3811,Medium,6,Slow(6-9d),0
O2025416,2025-10-07,C1070,Corporate,Returning,South,Malmö,Home,Lighting,Card,Paid Search,1,219.82,0.116,Medium (11-25%),194.32088,High,2,Fast (1-2d),0
O2025417,2025-02-16,C1173,Corporate,New,West,Halmstad,Beauty,Makeup,Paypal,Direct,2,53.51,0,No discount,107.02,Medium,2,Fast (1-2d),0
O2025418,2025-10-02,C1074,Small Business,New,East,Linköping,Electronics,Tablet,Gift Card,Direct,1,446.92,0.012,Low (1-10%),441.55696,Premium,6,Slow(6-9d),0
O2025419,2025-01-09,C1082,Consumer,Returning,North,Stockholm,Beauty,Fragrance,Card,Social,1,85.8,0.097,Low (1-10%),77.4774,Low,5,Medium (3-5d),0
O2025420,2025-01-12,C1052,Consumer,Returning,West,Borås,Sports,Fitness,Card,Social,1,121,0.076,Low (1-10%),111.804,Medium,4,Medium (3-5d),0
O2025421,2025-03-19,C1146,Corporate,New,North,Stockholm,Beauty,Skincare,Card,Email,1,41.44,0.063,Low (1-10%),38.82928,Low,4,Medium (3-5d),0
O2025422,2025-06-19,C1067,Small Business,Returning,West,Halmstad,Electronics,Mobile,Card,Email,1,657.04,0.04,Low (1-10%),630.7583999999999,Premium,5,Medium (3-5d),0
O2025423,2025-02-10,C1201,Consumer,Returning,West,Halmstad,Electronics,Headphones,Card,Direct,1,208.82,0.137,Medium (11-25%),180.21166,High,4,Medium (3-5d),0
O2025424,2025-09-23,C1198,Consumer,VIP,East,Örebro,Fashion,Sportswear,Card,Social,2,117.67,0.21,Medium (11-25%),185.9186,High,4,Medium (3-5d),0
O2025425,2025-12-13,C1095,Corporate,New,West,Halmstad,Beauty,Haircare,Card,Organic,1,40.9,0.083,Low (1-10%),37.5053,Low,4,Medium (3-5d),0
O2025426,2025-04-14,C1249,Corporate,Returning,West,Göteborg,Beauty,Makeup,Invoice,Organic,1,35.39,0.121,Medium (11-25%),31.10781,Low,2,Fast (1-2d),0
O2025427,2025-05-09,C1160,Consumer,New,East,Örebro,Fashion,Accessories,Card,Social,1,70.31,0.072,Low (1-10%),65.24768,Low,5,Medium (3-5d),1
O2025428,2025-04-27,C1210,Small Business,New,North,Uppsala,Electronics,Tablet,Gift Card,Organic,1,538.74,0.097,Low (1-10%),486.48222000000004,Premium,4,Medium (3-5d),1
O2025429,2025-07-09,C1239,Corporate,Returning,South,Helsingborg,Fashion,Shoes,Card,Organic,4,103.02,0,No discount,412.08,Premium,4,Medium (3-5d),0
O2025430,2025-10-10,C1228,Small Business,Returning,West,Halmstad,Home,Decor,Card,Organic,1,92.29,0.113,Medium (11-25%),81.86123,Low,4,Medium (3-5d),0
O2025431,2025-09-30,C1080,Consumer,New,North,Stockholm,Electronics,Headphones,Card,Direct,1,179.21,0.064,Low (1-10%),167.74056,High,3,Medium (3-5d),0
O2025432,2025-07-04,C1041,Consumer,Returning,South,Lund,Fashion,Accessories,Gift Card,Organic,1,67.91,0.029,Low (1-10%),65.94060999999999,Low,2,Fast (1-2d),0
O2025433,2025-08-14,C1148,Consumer,Returning,East,Norrköping,Home,Furniture,Card,Direct,1,813.21,0.087,Low (1-10%),742.46073,Premium,3,Medium (3-5d),0
O2025434,2025-06-06,C1211,Consumer,New,North,Uppsala,Beauty,Haircare,Card,Social,2,37.84,0.041,Low (1-10%),72.57712000000001,Low,1,Fast (1-2d),0
O2025435,2025-01-06,C1155,Corporate,New,South,Helsingborg,Fashion,Accessories,Card,Social,4,20.35,0.03,Low (1-10%),78.958,Low,2,Fast (1-2d),0
O2025436,2025-04-16,C1160,Consumer,New,East,Örebro,Beauty,Skincare,Card,Social,1,43.72,0.08,Low (1-10%),40.2224,Low,7,Slow(6-9d),1
O2025437,2025-04-08,C1045,Small Business,Returning,North,Uppsala,Home,Decor,Card,Direct,1,70.27,0.059,Low (1-10%),66.12407,Low,4,Medium (3-5d),0
O2025438,2025-08-30,C1220,Consumer,Returning,West,Halmstad,Beauty,Makeup,Swish,Social,2,23.97,0.046,Low (1-10%),45.734759999999994,Low,3,Medium (3-5d),0
O2025439,2025-09-27,C1186,Corporate,Returning,North,Uppsala,Fashion,Shoes,Swish,Paid Search,1,154.61,0.098,Low (1-10%),139.45822,Medium,3,Medium (3-5d),0
O2025440,2025-04-18,C1062,Consumer,VIP,South,Helsingborg,Home,Decor,Card,Paid Search,1,121.92,0.105,Medium (11-25%),109.11840000000001,Medium,4,Medium (3-5d),0
O2025441,2025-06-06,C1144,Consumer,Returning,West,Borås,Sports,Outdoor,Swish,Email,1,121,0.101,Medium (11-25%),108.779,Medium,5,Medium (3-5d),0
O2025442,2025-01-31,C1217,Small Business,New,North,Uppsala,Electronics,Headphones,Card,Social,1,164.73,0.018,Low (1-10%),161.76486,High,4,Medium (3-5d),0
O2025443,2025-06-11,C1021,Consumer,Returning,North,Stockholm,Fashion,Shoes,Card,Organic,1,92.74,0.01,Low (1-10%),91.81259999999999,Medium,3,Medium (3-5d),0
O2025444,2025-06-28,C1012,Small Business,Returning,East,Norrköping,Home,Furniture,Card,Social,2,752.72,0,No discount,1505.44,Premium,4,Medium (3-5d),0
O2025445,2025-10-18,C1072,Consumer,New,North,Västerås,Fashion,Shoes,Card,Email,1,75.44,0.052,Low (1-10%),71.51711999999999,Low,4,Medium (3-5d),1
O2025446,2025-10-13,C1194,Consumer,New,North,Uppsala,Electronics,Laptop,Card,Social,1,920.23,0.047,Low (1-10%),876.97919,Premium,4,Medium (3-5d),0
O2025447,2025-07-12,C1252,Corporate,Returning,North,Uppsala,Home,Decor,Card,Direct,1,88.31,0,No discount,88.31,Medium,4,Medium (3-5d),0
O2025448,2025-11-03,C1225,Small Business,Returning,North,Stockholm,Electronics,Headphones,Card,Organic,1,170.52,0.033,Low (1-10%),164.89284,High,4,Medium (3-5d),0
O2025449,2025-08-02,C1022,Small Business,Returning,West,Halmstad,Beauty,Skincare,Paypal,Organic,2,62.41,0,No discount,124.82,Medium,2,Fast (1-2d),0
O2025450,2025-01-17,C1025,Consumer,Returning,West,Borås,Home,Decor,Invoice,Organic,2,45.9,0.037,Low (1-10%),88.40339999999999,Medium,5,Medium (3-5d),0
O2025451,2025-12-18,C1178,Consumer,VIP,South,Malmö,Electronics,Headphones,Swish,Organic,3,116.71,0.092,Low (1-10%),317.91804,High,5,Medium (3-5d),0
O2025452,2025-10-29,C1259,Consumer,Returning,North,Uppsala,Fashion,Sportswear,Card,Organic,1,101.01,0.089,Low (1-10%),92.02011,Medium,2,Fast (1-2d),0
O2025453,2025-10-01,C1040,Consumer,Returning,East,Linköping,Fashion,Sportswear,Swish,Social,3,87.54,0.044,Low (1-10%),251.06472,High,4,Medium (3-5d),0
O2025454,2025-09-01,C1131,Small Business,Returning,North,Västerås,Beauty,Skincare,Card,Organic,3,68.88,0.036,Low (1-10%),199.20095999999998,High,3,Medium (3-5d),0
O2025455,2025-04-29,C1158,Corporate,New,North,Stockholm,Fashion,Jackets,Swish,Direct,1,231.44,0.079,Low (1-10%),213.15624,High,1,Fast (1-2d),0
O2025456,2025-03-29,C1245,Consumer,Returning,West,Halmstad,Home,Kitchen,Card,Direct,2,157.52,0.058,Low (1-10%),296.76768,High,6,Slow(6-9d),1
O2025457,2025-09-10,C1184,Small Business,Returning,North,Västerås,Sports,Team Sports,Paypal,Paid Search,4,128.89,0.028,Low (1-10%),501.12431999999995,Premium,1,Fast (1-2d),0
O2025458,2025-02-01,C1252,Corporate,Returning,North,Uppsala,Fashion,Sportswear,Card,Organic,2,74.65,0.027,Low (1-10%),145.2689,Medium,3,Medium (3-5d),0
O2025459,2025-08-10,C1235,Small Business,Returning,North,Stockholm,Home,Lighting,Invoice,Paid Search,1,155.23,0.038,Low (1-10%),149.33126,Medium,5,Medium (3-5d),0
O2025460,2025-06-01,C1095,Corporate,New,West,Halmstad,Fashion,Shoes,Invoice,Social,1,92.22,0.049,Low (1-10%),87.70121999999999,Medium,4,Medium (3-5d),1
O2025461,2025-05-02,C1091,Corporate,VIP,South,Malmö,Sports,Outdoor,Card,Organic,2,297.28,0.075,Low (1-10%),549.968,Premium,6,Slow(6-9d),0
O2025462,2025-11-05,C1134,Consumer,Returning,South,Malmö,Home,Lighting,Card,Paid Search,1,172.44,0,No discount,172.44,High,4,Medium (3-5d),0
O2025463,2025-01-28,C1051,Small Business,VIP,East,Örebro,Home,Decor,Gift Card,Direct,1,95.77,0.163,Medium (11-25%),80.15948999999999,Low,1,Fast (1-2d),0
O2025464,2025-04-09,C1176,Small Business,Returning,North,Stockholm,Electronics,Tablet,Invoice,Affiliate,1,485.24,0.109,Medium (11-25%),432.34884,Premium,4,Medium (3-5d),0
